INVOICE_ID,TAX_RATE,TAX_AMT,TIPO_LINEA,CODIGO_IMPUESTO
1841430,16,518.4,TAX,"AP IVA ACRED"
1841431,16,720,TAX,"AP IVA ACRED"
1841432,16,672,TAX,"AP IVA ACRED"
1841433,16,185.76,TAX,"AP IVA ACRED"
1841434,16,604.8,TAX,"AP IVA ACRED"
1841435,16,699.84,TAX,"AP IVA ACRED"
1841551,16,1296,TAX,"AP IVA ACRED"
1841552,16,127.36,TAX,"AP IVA ACRED"
1841553,16,518.4,TAX,"AP IVA ACRED"
1841554,16,1120,TAX,"AP IVA ACRED"
1841555,16,164.16,TAX,"AP IVA ACRED"
1841556,16,400,TAX,"AP IVA ACRED"
1849114,4,-57.24,AWT,"FOR RET IVA FLETES"
1850968,4,-57.24,AWT,"FOR RET IVA FLETES"
1849116,4,-57.24,AWT,"FOR RET IVA FLETES"
1850971,4,-57.24,AWT,"FOR RET IVA FLETES"
1850974,4,-57.24,AWT,"FOR RET IVA FLETES"
1849127,4,-92.88,AWT,"FOR RET IVA FLETES"
1849135,4,-109.2,AWT,"FOR RET IVA FLETES"
1849133,4,-109.2,AWT,"FOR RET IVA FLETES"
1849112,4,-109.2,AWT,"FOR RET IVA FLETES"
1850972,4,-662.04,AWT,"FOR RET IVA FLETES"
1849132,4,-253.08,AWT,"FOR RET IVA FLETES"
1849099,4,-680,AWT,"FOR RET IVA FLETES"
1849236,16,1012.32,TAX,"AP IVA ACRED"
1849237,16,1012.32,TAX,"AP IVA ACRED"
1849238,16,1012.32,TAX,"AP IVA ACRED"
1849239,16,371.52,TAX,"AP IVA ACRED"
1849240,16,604.8,TAX,"AP IVA ACRED"
1849241,16,604.8,TAX,"AP IVA ACRED"
1849242,16,720,TAX,"AP IVA ACRED"
1849323,16,448,TAX,"AP IVA ACRED"
1849324,16,415.52,TAX,"AP IVA ACRED"
1849325,16,415.52,TAX,"AP IVA ACRED"
1849326,16,768,TAX,"AP IVA ACRED"
1849327,16,688,TAX,"AP IVA ACRED"
1849328,16,496,TAX,"AP IVA ACRED"
1849329,16,496,TAX,"AP IVA ACRED"
1847201,4,-192,AWT,"FOR RET IVA FLETES"
1848199,4,-203.04,AWT,"FOR RET IVA FLETES"
1848191,4,-151.2,AWT,"FOR RET IVA FLETES"
1848191,1.25,-47.25,AWT,"FOR RET ISR 1.25%"
1848134,4,-14,AWT,"FOR RET IVA FLETES"
1848134,1.251429,-4.38,AWT,"FOR RET ISR 1.25%"
1848140,4,-29.36,AWT,"FOR RET IVA FLETES"
1848201,4,-84,AWT,"FOR RET IVA FLETES"
300000039116847,16,305.04,TAX,"AP IVA ACRED"
300000039132629,16,192,TAX,"AP IVA ACRED"
1849978,4,-41.04,AWT,"FOR RET IVA FLETES"
1835336,16,228.96,TAX,"AP IVA ACRED"
1835337,16,228.96,TAX,"AP IVA ACRED"
1835338,16,980.32,TAX,"AP IVA ACRED"
1835339,16,228.96,TAX,"AP IVA ACRED"
1835340,16,518.4,TAX,"AP IVA ACRED"
1835341,16,980.32,TAX,"AP IVA ACRED"
1852000,16,415.52,TAX,"AP IVA ACRED"
1852001,16,415.52,TAX,"AP IVA ACRED"
1852002,16,415.52,TAX,"AP IVA ACRED"
1852003,16,415.52,TAX,"AP IVA ACRED"
1852004,16,590.88,TAX,"AP IVA ACRED"
1848136,16,705.6,TAX,"AP IVA ACRED"
1848137,16,26384,TAX,"AP IVA ACRED"
1848138,16,45645.6,TAX,"AP IVA ACRED"
1848139,16,127.36,TAX,"AP IVA ACRED"
1848140,16,117.44,TAX,"AP IVA ACRED"
1848232,16,352.8,TAX,"AP IVA ACRED"
1848233,16,63.68,TAX,"AP IVA ACRED"
1848234,16,509.44,TAX,"AP IVA ACRED"
1848235,16,509.44,TAX,"AP IVA ACRED"
1848236,16,191.04,TAX,"AP IVA ACRED"
1848237,16,509.44,TAX,"AP IVA ACRED"
1852097,0,0,TAX,"AP EXENTO"
1852098,0,0,TAX,"AP EXENTO"
1852099,0,0,TAX,"AP EXENTO"
1852100,0,0,TAX,"AP EXENTO"
1852101,0,0,TAX,"AP EXENTO"
1852102,0,0,TAX,"AP EXENTO"
1852140,16,736.8,TAX,"AP IVA ACRED"
1852141,16,1296,TAX,"AP IVA ACRED"
1852142,16,371.52,TAX,"AP IVA ACRED"
1852143,16,371.52,TAX,"AP IVA ACRED"
1852144,16,416,TAX,"AP IVA ACRED"
1852145,16,590.88,TAX,"AP IVA ACRED"
1849312,16,349.28,TAX,"AP IVA ACRED"
1849313,16,349.28,TAX,"AP IVA ACRED"
1849314,16,436.8,TAX,"AP IVA ACRED"
1849315,16,436.8,TAX,"AP IVA ACRED"
1849316,16,302.4,TAX,"AP IVA ACRED"
1849317,16,302.4,TAX,"AP IVA ACRED"
1837183,16,1296,TAX,"AP IVA ACRED"
1837184,16,1296,TAX,"AP IVA ACRED"
1837185,16,518.4,TAX,"AP IVA ACRED"
1837186,16,318.4,TAX,"AP IVA ACRED"
1837187,16,153.6,TAX,"AP IVA ACRED"
1841338,16,1296,TAX,"AP IVA ACRED"
1841339,16,371.52,TAX,"AP IVA ACRED"
1841340,16,672,TAX,"AP IVA ACRED"
1841341,16,672,TAX,"AP IVA ACRED"
1841342,16,400,TAX,"AP IVA ACRED"
1841343,16,400,TAX,"AP IVA ACRED"
1841436,16,604.8,TAX,"AP IVA ACRED"
1841437,16,415.52,TAX,"AP IVA ACRED"
1841438,16,415.52,TAX,"AP IVA ACRED"
1841439,16,699.84,TAX,"AP IVA ACRED"
1841440,16,827.84,TAX,"AP IVA ACRED"
1841441,16,415.52,TAX,"AP IVA ACRED"
1841557,16,400,TAX,"AP IVA ACRED"
1841558,16,200.64,TAX,"AP IVA ACRED"
1841559,16,100.32,TAX,"AP IVA ACRED"
1841560,16,200.64,TAX,"AP IVA ACRED"
1841561,16,400,TAX,"AP IVA ACRED"
1841562,16,816,TAX,"AP IVA ACRED"
1841563,16,4640,TAX,"AP IVA ACRED"
1849181,16,228.96,TAX,"AP IVA ACRED"
1849182,16,371.52,TAX,"AP IVA ACRED"
1849183,16,228.96,TAX,"AP IVA ACRED"
1849184,16,112,TAX,"AP IVA ACRED"
1849185,16,812.16,TAX,"AP IVA ACRED"
1849243,16,496,TAX,"AP IVA ACRED"
1849244,16,752,TAX,"AP IVA ACRED"
1849245,16,752,TAX,"AP IVA ACRED"
1849246,16,752,TAX,"AP IVA ACRED"
1849247,16,720,TAX,"AP IVA ACRED"
1849248,16,415.52,TAX,"AP IVA ACRED"
1849330,16,496,TAX,"AP IVA ACRED"
1849331,16,518.4,TAX,"AP IVA ACRED"
1849332,16,980.32,TAX,"AP IVA ACRED"
1849333,16,980.32,TAX,"AP IVA ACRED"
1849334,16,980.32,TAX,"AP IVA ACRED"
1849335,16,254.72,TAX,"AP IVA ACRED"
1849971,4,-57.24,AWT,"FOR RET IVA FLETES"
1849979,4,-57.24,AWT,"FOR RET IVA FLETES"
1849005,4,-203.04,AWT,"FOR RET IVA FLETES"
1849967,4,-203.04,AWT,"FOR RET IVA FLETES"
1849014,4,-29.36,AWT,"FOR RET IVA FLETES"
1849053,4,-41.04,AWT,"FOR RET IVA FLETES"
1849053,1.250487,-12.83,AWT,"FOR RET ISR 1.25%"
1850966,4,-274,AWT,"FOR RET IVA FLETES"
1849125,4,-92.88,AWT,"FOR RET IVA FLETES"
1849235,4,-87.32,AWT,"FOR RET IVA FLETES"
1849180,4,-324,AWT,"FOR RET IVA FLETES"
1835342,16,518.4,TAX,"AP IVA ACRED"
1835343,16,980.32,TAX,"AP IVA ACRED"
1835344,16,1012.32,TAX,"AP IVA ACRED"
1835345,16,1012.32,TAX,"AP IVA ACRED"
1835346,16,1012.32,TAX,"AP IVA ACRED"
1835347,16,518.4,TAX,"AP IVA ACRED"
1852005,16,590.88,TAX,"AP IVA ACRED"
1852006,16,436.8,TAX,"AP IVA ACRED"
1852007,16,436.8,TAX,"AP IVA ACRED"
1852008,16,436.8,TAX,"AP IVA ACRED"
1852009,16,436.8,TAX,"AP IVA ACRED"
1852010,16,436.8,TAX,"AP IVA ACRED"
1852011,16,415.52,TAX,"AP IVA ACRED"
1848141,16,371.52,TAX,"AP IVA ACRED"
1848142,16,371.52,TAX,"AP IVA ACRED"
1848143,16,352.8,TAX,"AP IVA ACRED"
1848144,16,352.8,TAX,"AP IVA ACRED"
1848145,16,371.52,TAX,"AP IVA ACRED"
1848146,16,445.76,TAX,"AP IVA ACRED"
1848147,16,764.16,TAX,"AP IVA ACRED"
1848238,16,509.44,TAX,"AP IVA ACRED"
1848239,16,509.44,TAX,"AP IVA ACRED"
1848240,16,191.04,TAX,"AP IVA ACRED"
1848241,16,254.72,TAX,"AP IVA ACRED"
1848242,16,63.68,TAX,"AP IVA ACRED"
1848243,16,1056.96,TAX,"AP IVA ACRED"
1848244,16,590.88,TAX,"AP IVA ACRED"
1852103,0,0,TAX,"AP EXENTO"
1852104,0,0,TAX,"AP EXENTO"
1852105,0,0,TAX,"AP EXENTO"
1852106,0,0,TAX,"AP EXENTO"
1852107,0,0,TAX,"AP EXENTO"
1852108,0,0,TAX,"AP EXENTO"
1852146,16,124.8,TAX,"AP IVA ACRED"
1852147,16,83.2,TAX,"AP IVA ACRED"
1852148,16,366.88,TAX,"AP IVA ACRED"
1852149,16,590.88,TAX,"AP IVA ACRED"
1852150,16,371.52,TAX,"AP IVA ACRED"
1837091,16,302.4,TAX,"AP IVA ACRED"
1837092,16,228.96,TAX,"AP IVA ACRED"
1837093,16,164.16,TAX,"AP IVA ACRED"
1837094,16,302.4,TAX,"AP IVA ACRED"
1837095,16,164.16,TAX,"AP IVA ACRED"
1837188,16,436.8,TAX,"AP IVA ACRED"
1837189,16,312,TAX,"AP IVA ACRED"
1837190,16,436.8,TAX,"AP IVA ACRED"
1837191,16,192,TAX,"AP IVA ACRED"
1837192,16,291.2,TAX,"AP IVA ACRED"
1837193,16,436.8,TAX,"AP IVA ACRED"
1841344,16,400,TAX,"AP IVA ACRED"
1841345,16,672,TAX,"AP IVA ACRED"
1841346,16,590.88,TAX,"AP IVA ACRED"
1841347,16,672,TAX,"AP IVA ACRED"
1841348,16,400,TAX,"AP IVA ACRED"
1841349,16,254.72,TAX,"AP IVA ACRED"
1841442,16,415.52,TAX,"AP IVA ACRED"
1841443,16,475.2,TAX,"AP IVA ACRED"
1841444,16,957.6,TAX,"AP IVA ACRED"
1841564,16,816,TAX,"AP IVA ACRED"
1841565,16,4160,TAX,"AP IVA ACRED"
1841566,16,816,TAX,"AP IVA ACRED"
1841567,16,816,TAX,"AP IVA ACRED"
1841568,16,240,TAX,"AP IVA ACRED"
1841569,16,816,TAX,"AP IVA ACRED"
1849186,16,164.16,TAX,"AP IVA ACRED"
1849187,16,117.44,TAX,"AP IVA ACRED"
1849188,16,518.4,TAX,"AP IVA ACRED"
1849189,16,518.4,TAX,"AP IVA ACRED"
1849190,16,1296,TAX,"AP IVA ACRED"
1849191,16,318.4,TAX,"AP IVA ACRED"
1849249,16,415.52,TAX,"AP IVA ACRED"
1849250,16,415.52,TAX,"AP IVA ACRED"
1849251,16,415.52,TAX,"AP IVA ACRED"
1849252,16,415.52,TAX,"AP IVA ACRED"
1841208,0,0,TAX,"AP EXENTO"
1841209,0,0,TAX,"AP EXENTO"
1841210,0,0,TAX,"AP EXENTO"
1841211,0,0,TAX,"AP EXENTO"
1841212,0,0,TAX,"AP EXENTO"
1841213,0,0,TAX,"AP EXENTO"
1849190,4,-324,AWT,"FOR RET IVA FLETES"
1849187,4,-29.36,AWT,"FOR RET IVA FLETES"
1849197,4,-57.24,AWT,"FOR RET IVA FLETES"
1849183,4,-57.24,AWT,"FOR RET IVA FLETES"
1849198,4,-57.24,AWT,"FOR RET IVA FLETES"
1849229,4,-57.24,AWT,"FOR RET IVA FLETES"
1849200,4,-57.24,AWT,"FOR RET IVA FLETES"
1849228,4,-57.24,AWT,"FOR RET IVA FLETES"
1849228,1.250175,-17.89,AWT,"FOR RET ISR 1.25%"
1849208,4,-129.6,AWT,"FOR RET IVA FLETES"
1849266,4,-57.24,AWT,"FOR RET IVA FLETES"
1849266,1.250175,-17.89,AWT,"FOR RET ISR 1.25%"
1835348,16,699.84,TAX,"AP IVA ACRED"
1835349,16,1296,TAX,"AP IVA ACRED"
1835350,16,518.4,TAX,"AP IVA ACRED"
1835351,16,604.8,TAX,"AP IVA ACRED"
1835352,16,415.52,TAX,"AP IVA ACRED"
1835353,16,352.8,TAX,"AP IVA ACRED"
1852012,16,436.8,TAX,"AP IVA ACRED"
1852013,16,436.8,TAX,"AP IVA ACRED"
1852014,16,415.52,TAX,"AP IVA ACRED"
1852015,16,415.52,TAX,"AP IVA ACRED"
1852016,16,371.52,TAX,"AP IVA ACRED"
1852017,16,415.52,TAX,"AP IVA ACRED"
1848148,16,1058.4,TAX,"AP IVA ACRED"
1848149,16,352.8,TAX,"AP IVA ACRED"
1848150,16,352.8,TAX,"AP IVA ACRED"
1848151,16,191.04,TAX,"AP IVA ACRED"
1848152,16,63.68,TAX,"AP IVA ACRED"
1848153,16,191.04,TAX,"AP IVA ACRED"
1848245,16,228.96,TAX,"AP IVA ACRED"
1848246,16,415.52,TAX,"AP IVA ACRED"
1848247,16,415.52,TAX,"AP IVA ACRED"
1848248,16,436.8,TAX,"AP IVA ACRED"
1848249,16,166.4,TAX,"AP IVA ACRED"
1852109,16,5388.77,TAX,"AP IVA ACRED"
1852109,16,2214.43,TAX,"AP IVA ACRED"
1852109,16,313.63,TAX,"AP IVA ACRED"
1852109,16,3.17,TAX,"AP IVA ACRED"
1852157,16,415.52,TAX,"AP IVA ACRED"
1852158,16,752,TAX,"AP IVA ACRED"
1852159,16,371.52,TAX,"AP IVA ACRED"
1852160,16,415.52,TAX,"AP IVA ACRED"
1852161,16,812.16,TAX,"AP IVA ACRED"
1852162,16,445.76,TAX,"AP IVA ACRED"
1837096,16,117.44,TAX,"AP IVA ACRED"
1837097,16,496,TAX,"AP IVA ACRED"
1837098,16,768,TAX,"AP IVA ACRED"
1837099,16,496,TAX,"AP IVA ACRED"
1837100,16,636.8,TAX,"AP IVA ACRED"
1837101,16,415.52,TAX,"AP IVA ACRED"
1837102,16,448,TAX,"AP IVA ACRED"
1837194,16,415.52,TAX,"AP IVA ACRED"
1837195,16,436.8,TAX,"AP IVA ACRED"
1837196,16,436.8,TAX,"AP IVA ACRED"
1837197,16,41.6,TAX,"AP IVA ACRED"
1837198,16,1248,TAX,"AP IVA ACRED"
1837199,16,1012.32,TAX,"AP IVA ACRED"
1841350,16,672,TAX,"AP IVA ACRED"
1841351,16,672,TAX,"AP IVA ACRED"
1841352,16,672,TAX,"AP IVA ACRED"
1841353,16,672,TAX,"AP IVA ACRED"
1841354,16,672,TAX,"AP IVA ACRED"
1841355,16,672,TAX,"AP IVA ACRED"
1841471,16,1216,TAX,"AP IVA ACRED"
1841472,16,1296,TAX,"AP IVA ACRED"
1841473,16,1296,TAX,"AP IVA ACRED"
1841474,16,415.52,TAX,"AP IVA ACRED"
1841475,16,518.4,TAX,"AP IVA ACRED"
1841476,16,63.68,TAX,"AP IVA ACRED"
1841570,16,4800,TAX,"AP IVA ACRED"
1841571,16,1224,TAX,"AP IVA ACRED"
1841572,16,1360,TAX,"AP IVA ACRED"
1841573,16,816,TAX,"AP IVA ACRED"
1841574,16,816,TAX,"AP IVA ACRED"
1841575,16,4000,TAX,"AP IVA ACRED"
1841576,16,1600,TAX,"AP IVA ACRED"
1849192,16,1296,TAX,"AP IVA ACRED"
1849193,16,518.4,TAX,"AP IVA ACRED"
1849194,16,518.4,TAX,"AP IVA ACRED"
1849195,16,518.4,TAX,"AP IVA ACRED"
1849196,16,590.88,TAX,"AP IVA ACRED"
1849197,16,228.96,TAX,"AP IVA ACRED"
1849253,16,308,TAX,"AP IVA ACRED"
1849254,16,432,TAX,"AP IVA ACRED"
1849255,16,400,TAX,"AP IVA ACRED"
1849256,16,56,TAX,"AP IVA ACRED"
1849257,16,228.96,TAX,"AP IVA ACRED"
1849258,16,371.52,TAX,"AP IVA ACRED"
1849259,16,228.96,TAX,"AP IVA ACRED"
1841214,0,0,TAX,"AP EXENTO"
1841215,0,0,TAX,"AP EXENTO"
1841216,0,0,TAX,"AP EXENTO"
1841217,0,0,TAX,"AP EXENTO"
1841218,0,0,TAX,"AP EXENTO"
1841219,0,0,TAX,"AP EXENTO"
1849336,16,415.52,TAX,"AP IVA ACRED"
1849337,16,415.52,TAX,"AP IVA ACRED"
1849338,16,415.52,TAX,"AP IVA ACRED"
1849339,16,699.84,TAX,"AP IVA ACRED"
1849340,16,84,TAX,"AP IVA ACRED"
1849341,16,349.28,TAX,"AP IVA ACRED"
1835354,16,352.8,TAX,"AP IVA ACRED"
1835355,16,509.44,TAX,"AP IVA ACRED"
1835356,16,83.2,TAX,"AP IVA ACRED"
1835357,16,475.2,TAX,"AP IVA ACRED"
1835358,16,518.4,TAX,"AP IVA ACRED"
1835359,16,254.72,TAX,"AP IVA ACRED"
1835360,16,371.52,TAX,"AP IVA ACRED"
1852018,16,436.8,TAX,"AP IVA ACRED"
1852019,16,415.52,TAX,"AP IVA ACRED"
1852020,16,415.52,TAX,"AP IVA ACRED"
1852021,16,436.8,TAX,"AP IVA ACRED"
1852022,16,415.52,TAX,"AP IVA ACRED"
1852023,16,415.52,TAX,"AP IVA ACRED"
1852024,16,672,TAX,"AP IVA ACRED"
1848154,16,352.8,TAX,"AP IVA ACRED"
1848155,16,127.36,TAX,"AP IVA ACRED"
1848156,16,127.36,TAX,"AP IVA ACRED"
1848157,16,254.72,TAX,"AP IVA ACRED"
1848158,16,352.8,TAX,"AP IVA ACRED"
1848159,16,191.04,TAX,"AP IVA ACRED"
1848160,16,352.8,TAX,"AP IVA ACRED"
1848250,16,432,TAX,"AP IVA ACRED"
1848251,16,756,TAX,"AP IVA ACRED"
1848252,16,228.96,TAX,"AP IVA ACRED"
1852110,16,231.26,TAX,"AP IVA ACRED"
1852110,16,3973.54,TAX,"AP IVA ACRED"
1852110,16,1632.86,TAX,"AP IVA ACRED"
1852110,16,2.34,TAX,"AP IVA ACRED"
1852151,16,228.96,TAX,"AP IVA ACRED"
1852152,16,228.96,TAX,"AP IVA ACRED"
1852153,16,280,TAX,"AP IVA ACRED"
1852154,16,318.4,TAX,"AP IVA ACRED"
1852155,16,2229.12,TAX,"AP IVA ACRED"
1852156,16,415.52,TAX,"AP IVA ACRED"
1837103,16,688,TAX,"AP IVA ACRED"
1837104,16,400,TAX,"AP IVA ACRED"
1837105,16,336,TAX,"AP IVA ACRED"
1837106,16,0,TAX,"AP IVA ACRED"
1837107,16,2720,TAX,"AP IVA ACRED"
1837108,16,496,TAX,"AP IVA ACRED"
1837200,16,1296,TAX,"AP IVA ACRED"
1837201,16,1296,TAX,"AP IVA ACRED"
1837202,16,509.44,TAX,"AP IVA ACRED"
1837203,16,518.4,TAX,"AP IVA ACRED"
1837204,16,127.36,TAX,"AP IVA ACRED"
1837205,16,415.52,TAX,"AP IVA ACRED"
1841356,16,464,TAX,"AP IVA ACRED"
1841357,16,699.84,TAX,"AP IVA ACRED"
1841358,16,699.84,TAX,"AP IVA ACRED"
1841359,16,604.8,TAX,"AP IVA ACRED"
1841360,16,415.52,TAX,"AP IVA ACRED"
1841361,16,349.28,TAX,"AP IVA ACRED"
1841477,16,352.8,TAX,"AP IVA ACRED"
1841478,16,191.04,TAX,"AP IVA ACRED"
1841479,16,518.4,TAX,"AP IVA ACRED"
1841480,16,352.8,TAX,"AP IVA ACRED"
1841481,16,382.08,TAX,"AP IVA ACRED"
1841482,16,254.72,TAX,"AP IVA ACRED"
1841553,4,-129.6,AWT,"FOR RET IVA FLETES"
1841474,4,-103.88,AWT,"FOR RET IVA FLETES"
1841500,4,-253.08,AWT,"FOR RET IVA FLETES"
1841500,1.25004,-79.09,AWT,"FOR RET ISR 1.25%"
1841488,4,-2260,AWT,"FOR RET IVA FLETES"
1841573,4,-204,AWT,"FOR RET IVA FLETES"
1841522,4,-204,AWT,"FOR RET IVA FLETES"
1841567,4,-204,AWT,"FOR RET IVA FLETES"
1841576,4,-400,AWT,"FOR RET IVA FLETES"
1841528,4,-204,AWT,"FOR RET IVA FLETES"
1841602,4,-192,AWT,"FOR RET IVA FLETES"
1844034,4,-80,AWT,"FOR RET IVA FLETES"
1849198,16,228.96,TAX,"AP IVA ACRED"
1849199,16,672,TAX,"AP IVA ACRED"
1849200,16,228.96,TAX,"AP IVA ACRED"
1849201,16,812.16,TAX,"AP IVA ACRED"
1849202,16,400,TAX,"AP IVA ACRED"
1849203,16,336,TAX,"AP IVA ACRED"
1849260,16,371.52,TAX,"AP IVA ACRED"
1849261,16,0,TAX,"AP IVA ACRED"
1849262,16,228.96,TAX,"AP IVA ACRED"
1849263,16,371.52,TAX,"AP IVA ACRED"
1849264,16,371.52,TAX,"AP IVA ACRED"
1849265,16,228.96,TAX,"AP IVA ACRED"
1841220,0,0,TAX,"AP EXENTO"
1841221,0,0,TAX,"AP EXENTO"
1841222,0,0,TAX,"AP EXENTO"
1841223,0,0,TAX,"AP EXENTO"
1841224,0,0,TAX,"AP EXENTO"
1841225,0,0,TAX,"AP EXENTO"
1849342,16,371.52,TAX,"AP IVA ACRED"
1849343,16,436.8,TAX,"AP IVA ACRED"
1849344,16,436.8,TAX,"AP IVA ACRED"
1849345,16,641.6,TAX,"AP IVA ACRED"
1849346,16,302.4,TAX,"AP IVA ACRED"
1835361,16,208,TAX,"AP IVA ACRED"
1835362,16,124.8,TAX,"AP IVA ACRED"
1835363,16,5760,TAX,"AP IVA ACRED"
1852025,16,371.52,TAX,"AP IVA ACRED"
1852026,16,371.52,TAX,"AP IVA ACRED"
1852027,16,518.4,TAX,"AP IVA ACRED"
1851024,4,-92.88,AWT,"FOR RET IVA FLETES"
1851023,4,-129.6,AWT,"FOR RET IVA FLETES"
1851040,4,-152,AWT,"FOR RET IVA FLETES"
1851042,4,-152,AWT,"FOR RET IVA FLETES"
1851041,4,-152,AWT,"FOR RET IVA FLETES"
1851991,4,-109.2,AWT,"FOR RET IVA FLETES"
1848161,16,191.04,TAX,"AP IVA ACRED"
1848162,16,127.36,TAX,"AP IVA ACRED"
1848163,16,352.8,TAX,"AP IVA ACRED"
1848164,16,191.04,TAX,"AP IVA ACRED"
1848165,16,254.72,TAX,"AP IVA ACRED"
1848166,16,254.72,TAX,"AP IVA ACRED"
1848253,16,736,TAX,"AP IVA ACRED"
1849284,0,0,TAX,"AP EXENTO"
1849285,0,0,TAX,"AP EXENTO"
1849329,4,-124,AWT,"FOR RET IVA FLETES"
1849382,4,-92.88,AWT,"FOR RET IVA FLETES"
1849382,1.250215,-29.03,AWT,"FOR RET ISR 1.25%"
1849294,1.250038,-82.69,AWT,"FOR RET ISR 1.25%"
1849394,4,-129.6,AWT,"FOR RET IVA FLETES"
1835403,4,-2720,AWT,"FOR RET IVA FLETES"
300000038900103,16,159.2,TAX,"AP IVA ACRED"
1837979,4,-340,AWT,"FOR RET IVA FLETES"
1839028,4,-152,AWT,"FOR RET IVA FLETES"
1839020,4,-152,AWT,"FOR RET IVA FLETES"
1839011,4,-147.72,AWT,"FOR RET IVA FLETES"
1839010,4,-203.04,AWT,"FOR RET IVA FLETES"
1838993,4,-103.88,AWT,"FOR RET IVA FLETES"
1838976,4,-57.24,AWT,"FOR RET IVA FLETES"
1841130,4,-109.2,AWT,"FOR RET IVA FLETES"
1841177,4,-120,AWT,"FOR RET IVA FLETES"
1841145,4,-120,AWT,"FOR RET IVA FLETES"
1843001,4,-560.52,AWT,"FOR RET IVA FLETES"
1843045,4,-436.8,AWT,"FOR RET IVA FLETES"
1843064,4,-147.72,AWT,"FOR RET IVA FLETES"
1841449,4,-87.32,AWT,"FOR RET IVA FLETES"
1841463,4,-57.24,AWT,"FOR RET IVA FLETES"
1841468,4,-147.72,AWT,"FOR RET IVA FLETES"
1843065,4,-29.36,AWT,"FOR RET IVA FLETES"
1843065,1.250681,-9.18,AWT,"FOR RET ISR 1.25%"
300000039001071,16,469.82,TAX,"AP IVA ACRED"
1837109,16,496,TAX,"AP IVA ACRED"
1837110,16,688,TAX,"AP IVA ACRED"
1837111,16,768,TAX,"AP IVA ACRED"
1837112,16,496,TAX,"AP IVA ACRED"
1837113,16,768,TAX,"AP IVA ACRED"
1837114,16,768,TAX,"AP IVA ACRED"
1837115,16,768,TAX,"AP IVA ACRED"
1837206,16,604.8,TAX,"AP IVA ACRED"
1837207,16,980.32,TAX,"AP IVA ACRED"
1837208,16,415.52,TAX,"AP IVA ACRED"
1837209,16,415.52,TAX,"AP IVA ACRED"
1837210,16,0,TAX,"AP IVA ACRED"
1837211,16,518.4,TAX,"AP IVA ACRED"
1841362,16,415.52,TAX,"AP IVA ACRED"
1841363,16,415.52,TAX,"AP IVA ACRED"
1841364,16,415.52,TAX,"AP IVA ACRED"
1841365,16,415.52,TAX,"AP IVA ACRED"
1841366,16,415.52,TAX,"AP IVA ACRED"
1841367,16,604.8,TAX,"AP IVA ACRED"
1841483,16,518.4,TAX,"AP IVA ACRED"
1841484,16,705.6,TAX,"AP IVA ACRED"
1841485,16,63.68,TAX,"AP IVA ACRED"
1841486,16,384,TAX,"AP IVA ACRED"
1841487,16,3808,TAX,"AP IVA ACRED"
1841488,16,9040,TAX,"AP IVA ACRED"
1841806,4,-700,AWT,"FOR RET IVA FLETES"
300000039043870,16,304,TAX,"AP IVA ACRED"
1845101,4,-57.24,AWT,"FOR RET IVA FLETES"
1845101,1.250175,-17.89,AWT,"FOR RET ISR 1.25%"
1844985,4,-57.24,AWT,"FOR RET IVA FLETES"
1844985,1.250175,-17.89,AWT,"FOR RET ISR 1.25%"
1844988,4,-129.6,AWT,"FOR RET IVA FLETES"
1844988,1.25,-40.5,AWT,"FOR RET ISR 1.25%"
1845305,4,-103.88,AWT,"FOR RET IVA FLETES"
1845306,4,-103.88,AWT,"FOR RET IVA FLETES"
1845257,4,-103.88,AWT,"FOR RET IVA FLETES"
1845258,4,-103.88,AWT,"FOR RET IVA FLETES"
1837057,4,-92.88,AWT,"FOR RET IVA FLETES"
1838998,4,-180,AWT,"FOR RET IVA FLETES"
1841195,4,-529.2,AWT,"FOR RET IVA FLETES"
1841136,4,-147.72,AWT,"FOR RET IVA FLETES"
1841136,1.249932,-46.16,AWT,"FOR RET ISR 1.25%"
1849105,16,1012.32,TAX,"AP IVA ACRED"
1849106,16,1012.32,TAX,"AP IVA ACRED"
1849107,16,509.44,TAX,"AP IVA ACRED"
1842992,4,-124,AWT,"FOR RET IVA FLETES"
1849124,4,-92.88,AWT,"FOR RET IVA FLETES"
1849266,16,228.96,TAX,"AP IVA ACRED"
1849267,16,228.96,TAX,"AP IVA ACRED"
1849268,16,2800,TAX,"AP IVA ACRED"
1849269,16,371.52,TAX,"AP IVA ACRED"
1849270,16,371.52,TAX,"AP IVA ACRED"
1841226,0,0,TAX,"AP EXENTO"
1841227,0,0,TAX,"AP EXENTO"
1841228,0,0,TAX,"AP EXENTO"
1841229,0,0,TAX,"AP EXENTO"
1841230,0,0,TAX,"AP EXENTO"
1841231,0,0,TAX,"AP EXENTO"
1849121,4,-129.2,AWT,"FOR RET IVA FLETES"
1849250,4,-103.88,AWT,"FOR RET IVA FLETES"
1849250,1.249904,-32.46,AWT,"FOR RET ISR 1.25%"
1849215,4,-147.72,AWT,"FOR RET IVA FLETES"
1850977,4,-92.88,AWT,"FOR RET IVA FLETES"
1850977,1.250215,-29.03,AWT,"FOR RET ISR 1.25%"
1849217,4,-92.88,AWT,"FOR RET IVA FLETES"
1849217,1.250215,-29.03,AWT,"FOR RET ISR 1.25%"
1850980,4,-57.24,AWT,"FOR RET IVA FLETES"
